PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Rank
68.3,135.7,13.5,11.5,34.4,7.6,0.6,10.8,12.8,0.2,3.2,3.5,161,Very Unhealthy
41.7,73.4,6.7,10,21.7,6.2,0.5,10.8,11.8,0.1,1.6,3,91,Moderate
43.4,70.9,7.1,11.4,23.8,6.9,0.6,11.1,5.6,0.1,1.5,3,88,Moderate
26.7,168,5.1,10.4,19.6,8.7,0.5,10.9,1.6,3.2,14.2,7.2,103,Very Unhealthy
22.9,39.4,1.9,6.3,9.7,8.5,0.3,11,1.5,0.2,-2.5,1.2,96,Moderate
59.3,79.7,3.4,8.8,14.9,7.3,0.4,10.9,9.8,0.2,2.7,4,66,Moderate
17.8,118.4,2.4,7.4,11.8,7.8,0.4,10.9,19.9,0.3,6.8,4.2,101,Very Unhealthy
19.4,76.3,4.3,9.8,17.6,7.5,0.4,10.9,17,0.1,2.4,2.4,98,Moderate
28,50.9,9.2,11.3,27.2,7,0.6,10.5,18.3,0.1,1.1,2.1,74,Moderate
59.3,79.9,3.4,8.8,15,6.5,0.4,11,20,0.3,3.3,4.1,62,Moderate
11.9,26.3,4.1,7.7,14.9,4.2,0.3,11.3,18.9,0.1,-0.9,1.7,68,Moderate
25,49.1,12.2,9.5,30.2,3.7,0.6,11.3,16.9,0.2,2.3,3.2,54,Moderate
89.9,220.2,5.9,10.9,21.4,4.4,0.4,10.9,17.6,0.2,15.6,9.8,91,Moderate
68.7,153.6,6.9,10.8,22.9,7.2,0.5,11.2,14.9,0.4,4,4,182,Very Unhealthy
54.9,150.9,3.4,8.2,13.1,9,0.4,11,18.1,0.1,5.5,4.3,150,Very Unhealthy
40.6,52.3,4.7,9.1,17.5,7.4,0.3,11.2,17.9,0.2,-1.5,1.4,104,Very Unhealthy
76.4,157.8,6.9,8,19.9,4.8,0.4,11.1,17.4,0.2,9.1,7,92,Moderate
59.1,117.6,5.6,9.3,19.2,4.9,0.4,11.2,16.4,0.1,1.3,3.2,164,Very Unhealthy
18.9,40.5,7.7,11,24.5,6.1,0.5,11.4,17.7,0.2,-0.3,1.4,87,Moderate
79.2,194.5,6.5,10.1,21.4,3.8,0.4,11.1,18.4,0.1,16.2,10.1,40,Good
21.2,91,6.9,10.2,22.2,5.4,0.6,11.3,20.4,0.2,4.2,3.3,104,Very Unhealthy
11.9,34.8,5.1,9.6,18.8,8.9,0.4,11.5,15.6,0.1,-0.4,0.9,74,Moderate
12,66.2,4.9,9.2,18,8.2,0.4,11.4,15.6,17.4,20.5,8.6,47,Good
49,427.8,3.1,8.6,14.4,6.8,0.4,11.3,15.7,2,31.8,14.4,246,Severe
16.5,190.9,3.3,6.7,12.6,6.5,0.4,11.4,16,38.4,39.9,15.1,266,Severe
26.6,165,5.5,10.4,20.1,5.5,0.4,11.6,16.4,0.1,11.7,6.5,102,Very Unhealthy
24.2,847.4,9.2,10.3,26.1,4.6,0.5,11.3,15.9,0.3,62.6,25.4,488,Hazardous
14.9,554.8,4,9.4,16.7,5.4,0.4,11.2,15.6,17.7,19.9,6,956,Out of Range
16,27.5,3,7.8,13.3,7,0.3,11.4,15.7,21.5,14.3,6.1,141,Very Unhealthy
19,35.6,4.8,6.1,14.3,9.8,0.4,11.9,15.8,4.2,5,3.3,36,Good
22.8,67.3,11.3,13.3,32.8,7.4,0.5,11.8,15.9,21.6,25,10,43,Good
30.1,54.2,6.9,10.6,22.7,6.7,0.6,11.8,16.4,0.2,1.8,2.6,69,Moderate
23.2,43.5,2.5,6.4,10.9,5.3,0.4,11.7,15.9,0,1.4,3,49,Good
19,38,4.6,8.6,16.8,4.9,0.4,11.7,16,91.2,85.6,31.4,38,Good
25.1,47.1,2.8,7.6,12.8,5.4,0.4,11.9,16.4,22.8,22.9,10.2,48,Good
26.8,49.4,2.5,8.7,13.5,5.8,0.4,11.9,16.3,19.6,20.6,9.4,41,Good
33.4,68.8,9.2,14.9,31.1,6.6,0.6,12,16.1,47.9,47.6,17.9,68,Moderate
23.9,44.5,2.9,9,14.3,6.1,0.4,12,16.3,3.8,4.9,3.8,54,Moderate
8.6,19.1,2.4,6.9,11.3,5.6,0.3,12.1,16.3,3.9,4.1,3.4,30,Good
11.1,22,1.8,6,9.4,3.7,0.3,12,16.5,3.8,4.4,4,26,Good
21.5,36.9,8.5,11.7,26.4,4.6,0.4,12.2,19.7,59.9,57.6,21.6,32,Good
23.5,47,10.6,12.6,30.9,5.1,0.6,12.1,37.5,92.4,88.1,31.3,52,Moderate
26.7,42.8,6.9,12.5,24.7,5.3,0.6,11.8,20.6,66.8,63.6,23.6,48,Good
20.8,35.3,3.8,9.2,16.1,5.8,0.5,11.8,12.6,87.3,81.7,30,41,Good
21.7,37.2,15.8,11.6,38.3,7.2,0.6,12,19.9,25.4,24.7,9.6,52,Moderate
14.4,33.2,8,9.1,22.4,10.9,0.5,12.1,71.5,72.4,65.1,21.3,113,Very Unhealthy
25.6,56.4,10.4,11.3,29.2,7,0.7,12.2,25.5,3.8,6.7,3.8,58,Moderate
31,66.3,16.6,16.8,45.3,3.8,0.7,12,7.1,3.6,7.4,4.6,62,Moderate
14.2,33.8,10.5,9.1,27,3.4,0.6,12.1,8.9,32.8,31,12.9,54,Moderate
17.6,32.1,12.9,10.2,32.1,3.5,0.6,12.2,10,8,9.2,5.4,35,Good
13.9,29.8,10.1,9.1,26.4,5.2,0.6,12.5,11.1,0,1,2.3,46,Good
12.2,26.8,3.9,6.3,13.2,4.3,0.4,12.2,12.7,5.6,6.1,4.5,34,Good
24.8,47.6,7.9,9.1,22.7,2.7,0.5,12,14.7,0,3.1,3.9,34,Good
25.8,49,9.5,8.5,24.6,1.8,0.5,12.1,15.1,0,2.1,3.6,53,Moderate
23.5,44.1,9.1,8.8,24.3,2,0.6,12.1,15.5,0,2.2,3.5,46,Good
22,45.2,10.8,11.6,30.1,2.3,0.6,12.4,16.1,0,2.5,3.2,51,Moderate
34.1,59,8,10.8,24.6,2.5,0.6,12.4,16.5,0,3.1,3.9,55,Moderate
24,62.3,6,8.5,18.9,2.9,0.5,12.7,16.1,0,3.4,3.9,58,Moderate
17.8,28.7,4.7,7,15.2,2.3,0.5,12.9,16.1,23.7,22.6,10.4,43,Good
23.6,44.2,5.7,8.1,18,2.3,0.5,12.7,16.5,0,2.5,3.7,41,Good
19.9,42.5,5.5,5.6,15,2.1,0.5,12.7,17.4,14.8,15.4,8.2,48,Good
22.6,42.4,1.7,7,10.2,2.3,0.4,12.6,17.2,0,2.2,3.7,40,Good
25.4,48.5,8.4,10.3,24.9,2.4,0.6,12.4,16.8,0,2.9,3.6,46,Good
23.6,41.4,11,6.4,24.9,2.8,0.7,12.9,17.4,0.1,1.1,3.1,62,Moderate
32.7,66.5,12,14.6,35.4,1.9,0.6,13.9,17.3,0.3,5.5,4.4,44,Good
37.2,75.6,16,14.8,42.2,1.9,0.7,14,17.9,9.3,12.8,6.7,80,Moderate
31.7,63.5,7.1,12.7,25.3,2.2,0.5,13.5,17.5,0.3,3.5,3.7,68,Moderate
33.6,60.8,13.5,12.3,35.4,2.1,0.5,15.6,17.2,0.7,3.9,3.7,65,Moderate
11.7,21.6,2.6,5.2,9.8,1.8,0.4,13.4,17.2,0.3,0.8,3.1,35,Good
11.8,19,4.3,7.5,15.1,1.9,0.4,13.2,17.1,1.2,2.2,3.4,26,Good
12.6,21.6,6.3,6,16.7,1.6,0.5,13.2,17.4,0.6,1.8,3.4,26,Good
27.8,49.2,13.5,7,29.6,1.7,0.8,13.7,17.4,0,2.2,3.6,58,Moderate
22,43,10.8,10,28.4,1.4,0.6,13.7,17.3,0,2.6,3.5,47,Good
23.8,49.3,16.4,9.2,36.7,1.3,0.6,14,17.4,0,2.9,3.6,52,Moderate
22.1,38.2,11.3,9.5,28.6,1.3,0.5,13.7,17.4,0,2.4,3.5,39,Good
20.1,32.5,9.7,8,24.4,1.6,0.6,13.8,17.3,13.7,14.2,7.5,41,Good
11.8,22.1,7.1,7.2,19.4,2.3,0.6,13.7,17.4,0,1,2.8,37,Good
20,41.6,11.1,6.9,25.5,2,0.5,13.6,17.5,0,3,3.8,30,Good
29.6,60.8,17.2,8.4,37.2,1.5,0.8,14.5,17.8,0,3.2,3.8,66,Moderate
30.9,64.1,15.4,11.5,37.6,1.5,0.7,14.5,18.2,0,4.1,3.9,60,Moderate
39.6,72.7,18.5,13.2,44.4,1.9,0.7,14.9,18.5,0,4.2,3.9,70,Moderate
57.6,97.7,17,12.5,41.3,2.5,0.9,18.9,18.3,0,6,4.9,83,Moderate
30.2,53.9,6.3,11.9,23.1,2,0.7,14.8,17.9,0,1.8,3.1,82,Moderate
12.8,26.9,3.5,7.5,13.8,1.6,0.5,14.2,17.9,0,1.4,3.1,38,Good
18.4,32.5,5.9,7.6,17.9,1.3,0.5,14,17.9,0,2.4,3.7,27,Good
20.8,41,16.9,11.1,39.6,1.4,0.5,14.3,18.3,0,3.3,3.4,34,Good
32.2,63.9,30.7,14.5,65.9,2,0.7,15.3,18.5,0,3.4,2.9,78,Moderate
41.5,82.1,35.5,17.1,76.6,2.2,0.7,15.6,18.3,0,4.8,3.2,86,Moderate
60.2,105.5,43.9,20.3,93.8,2.6,0.8,16.4,18.4,0,5.4,3.2,113,Very Unhealthy
51,103.6,36.6,20,81.6,2.6,0.8,16.4,18.2,0,5.7,3.3,111,Very Unhealthy
45,75.2,16.3,17,44.9,2.3,0.8,15.7,17.9,0,3.8,3.5,89,Moderate
45.3,96.4,25.5,18.6,61.7,2.3,0.8,15.7,17.6,0,4.7,3.4,115.3,Very Unhealthy
47.4,94.3,30.5,20.3,71.9,2.4,0.8,15.2,17.8,16.5,21,8.8,94,Moderate
52.6,112.8,37.1,20,82.2,2.5,0.8,13.8,17.9,0,6.9,4,101,Very Unhealthy
49.5,101.8,36.1,20,80.7,3.5,0.8,14.1,18.2,0,5.3,3.1,110,Very Unhealthy
46.4,89.4,17.2,15.4,44.8,4.2,0.7,13.5,18.3,0,4.1,3.4,98,Moderate
58,96.2,11.8,10.9,31,3.4,0.7,14.2,18.9,0,4.5,4.6,88,Moderate
84.1,131,14.5,13.9,38.7,4.5,0.7,15.3,22.3,0,5.6,4.9,123,Very Unhealthy
91.5,152.1,29.9,21.8,72.4,6.4,1,16,20.9,0,3.3,2.5,215,Severe
55.9,84.2,13,14.8,37.2,7.4,0.7,12,17.8,0,-1.8,0.8,174,Very Unhealthy
10.4,16.8,7.9,8.9,22.5,6.7,0.4,9.6,17.8,0,-0.7,1.3,43,Good
5.9,12,7.4,7.1,19.6,4.8,0.3,9.8,17.8,0,-0.2,1.9,27,Good
96.6,125,21,7.3,42.4,4.3,0.5,9.8,17.9,0,7.1,6.7,45,Good
199.9,258,41.9,11.4,80.9,5.6,0.8,10.1,18.1,0,-0.3,4.3,351,Hazardous
88,132.1,31,13.4,65.3,4.6,0.8,9.9,18.3,0,-7.2,-0.8,326,Hazardous
46,81.6,29.7,14.2,64,3.8,0.9,9.8,17.8,0,3.6,3.3,86,Moderate
52.7,145.4,22.9,14.6,53.3,4.5,0.9,9.7,18.1,0,9.9,6,91,Moderate
38.5,124.1,29.1,14.2,63,3.9,0.7,9.7,17.8,0,5,3.4,142,Very Unhealthy
47.7,106,39.8,16.9,83.4,3.6,0.8,9.8,17.8,0,4.9,3.2,112,Very Unhealthy
50.3,99.5,44.6,13.9,88.1,3.2,0.8,9.9,17.7,0,3.5,2.9,116,Very Unhealthy
48.4,127.4,39.6,16.4,82.6,3.3,0.8,9.9,17.9,2.9,9.7,5.1,113,Very Unhealthy
51.3,130.4,53,18.2,106.6,3.8,0.9,10.2,18.3,22.5,27.7,10.6,123,Very Unhealthy
41.1,73.9,28.3,13.6,60.9,3.9,0.7,10,18.2,13.5,14.9,6.9,90,Moderate
53.2,112.4,44.9,15.9,90.7,4.6,0.9,10.4,18.1,2.2,7.4,4.1,110,Very Unhealthy
46.8,101.5,30.1,12.7,63.1,4.3,0.9,10.2,18.1,3.2,6.8,4.3,114,Very Unhealthy
46.2,72.8,14,11.2,35,3.1,0.8,10,17.9,2.7,4.8,4.4,84,Moderate
16,28.8,11.1,8.9,27.7,3,0.5,10.1,18.1,2,2.3,3,50,Good
26,51,18.6,11.9,43.2,2.3,0.5,10,18.1,2,5.4,4.2,36,Good
66.5,115.1,48.7,13.6,94.5,5.6,1,10.4,18.2,4,9.4,5,96,Moderate
49.3,91.1,51.1,16.5,101.6,5.8,1,10.4,17.9,4.1,5.8,2.7,133,Very Unhealthy
53.2,101.6,40.8,14.9,82.9,5.3,1,10.3,18.2,4.6,8.8,4.6,105,Very Unhealthy
64.6,198.4,48.8,15.9,97.2,5.3,1,10.4,18.2,3.8,15.1,6.9,154,Very Unhealthy
63.2,140.3,66.6,19.7,130.5,5,0.9,10.3,18.2,2.5,9.2,3.9,136,Very Unhealthy
85,151.8,65.6,20.1,129.3,5.9,1,10.7,18.5,2.4,7.8,3.6,165,Very Unhealthy
106,172.3,36.2,19.8,80.7,7.7,1.2,10.5,21.9,2.5,5.6,3.7,226,Severe
101.7,155.7,35.9,15.1,75.2,10.1,1.1,10.6,19.5,2.5,-0.4,1,290,Severe
51.3,94.3,16,13.4,40.6,6.6,0.6,10,18.2,1.6,3.1,2.9,129,Very Unhealthy
69.6,129.1,52.9,18.9,107.1,4.4,0.9,10,17.5,2.8,9.2,4.7,112,Very Unhealthy
68.9,125.7,55.2,16.7,108.5,5.8,0.9,10.4,17.7,2.5,7.1,3.6,135,Very Unhealthy
84.5,143.5,57,13.7,108.2,10.9,1,11,18.1,2.3,6.9,3.3,148,Very Unhealthy
83.4,138.8,63.5,14.2,119.5,11.7,0.9,11,18.1,2,3.9,1.6,185,Very Unhealthy
84.9,143.4,58.5,13.9,110.8,11.5,0.9,11,17.9,2.4,4.9,2.2,180,Very Unhealthy
93.2,165.6,54.2,13.6,103.5,11.8,1.1,10.9,18.1,2.5,6.2,3,197,Very Unhealthy
73.4,126.5,41,13.9,82.2,10.7,1,10.8,18.2,2.3,3.5,2.1,182,Very Unhealthy
87.2,135.4,45.7,13.8,89.7,10.4,1.1,10.8,18.3,2.2,6.5,3.7,136,Very Unhealthy
96.9,166.8,61.7,14.5,116.9,10.8,1.1,11.1,18.1,10.8,14.8,6,183,Very Unhealthy
98.3,167.2,56.2,13.5,106.7,11.8,1.1,11.1,18.2,2.1,3.9,2.1,230,Severe
77.1,125.2,27.7,10.7,57,11.9,0.8,10.8,18.2,1.5,0.2,1.2,211,Severe
66.6,108.7,18.3,8.4,39.1,10.4,0.6,10.8,18,1.3,4.7,3.7,102,Very Unhealthy
86.2,140.2,53.6,10,98.8,11.7,1,11.4,18,1.9,3.8,2.3,181,Very Unhealthy
91.4,160.7,71.3,11.6,129.5,11.6,1.1,11.6,18,2.6,5.7,2.5,198,Very Unhealthy
78.7,138,56,11.6,104.4,11.6,1,11.3,17.9,1.8,3.8,1.9,184,Very Unhealthy
89.6,163.9,48.1,11.2,90.9,12.4,1,11.3,18,2,6.9,3.6,170,Very Unhealthy
86.5,160.4,45.3,11.4,86.5,13.4,1,11.3,18,1.8,4.4,2.3,206,Severe
101.3,166.4,45.2,11.4,86.4,12.7,1.1,11.4,18,2.1,4.7,2.9,206,Severe
112.1,191.1,65.4,14.2,122.7,14.8,1.3,12,18.2,2.1,4.9,2,251,Severe
149.2,212.5,45.1,11.8,86.8,19.7,1.4,12.2,18.4,2.5,3.8,2.3,278,Severe
118.5,174.5,30.3,10.7,61.2,22.7,1.3,12.4,18.5,3,-1.7,-0.8,328,Hazardous
124.6,162.1,23.8,9.6,49.3,19.3,1.2,12.2,18.4,2.4,2.1,2.1,224,Severe
106.6,161.1,37.5,9.1,71.3,16.3,1.2,12.2,18.2,1.9,-2.5,-0.3,309,Hazardous
112.6,162.9,45.5,11.4,87,17.7,1.1,12.4,18.3,1.9,2.4,1.3,228,Severe
122,172.9,67.7,13.4,125.5,18.4,1.3,12.7,18.3,2.1,-0.8,-0.9,303,Hazardous
136.8,205,42.1,11.7,81.7,17.7,1.2,12.1,19.6,4.3,3.6,2.1,304,Hazardous
103.6,155.5,29.6,11.1,60.4,18.2,0.9,11.5,19,1.5,-3,-0.9,299,Severe
122.3,183.1,35.1,12.5,70.9,18.1,1.1,11.9,18.2,1.5,2,1.5,257,Severe
152.5,209.5,25.6,10.7,53.5,17,1.2,11.6,19,1.3,0.1,2,310,Hazardous
135.4,197.3,31.2,9.1,61,18.2,1.4,11.5,18.2,1.4,-1.4,0.8,327,Hazardous
107.2,154.5,9,9.2,24.7,16.3,0.9,11.2,18.6,0.8,-3.9,0,297,Severe
117.3,172.3,12.5,9.2,30.4,16.2,1,11.5,18.2,0.9,-1.8,1.1,289,Severe
159.8,223.9,21.7,8.9,45.1,15.7,1.4,11.4,18.1,1.6,3.7,4.3,276,Severe
176.7,254.8,48.6,9.4,89.8,16.1,1.9,11.9,18,3.9,4.9,4.1,347,Hazardous
210.8,338,71.2,11,128.6,16.6,2.1,12,17.9,3.7,12.1,7,356,Hazardous
183,268,71.3,12.7,130.7,15.5,1.9,12.2,18,2.4,6.3,4.1,329,Hazardous
113.4,162.5,35.8,11.6,71.1,14.8,1.4,12,19.1,1.5,-3.9,-0.6,336,Hazardous
129.6,177.9,31,11.5,63.2,15,1.3,11.9,19.7,1,1.8,2.4,243,Severe
155.4,226,69.5,11.9,126.8,14.3,1.6,12.4,17.9,1.7,2.5,2.2,319,Hazardous
162.6,254.5,77.5,13.4,141.6,13.8,1.8,12.5,19.6,1.9,5.1,3.1,334,Hazardous
162.3,248,60.3,15.4,115.5,14.3,2,12.5,18,1.7,4.6,3.2,334,Hazardous
139.2,199.5,48.9,11.4,92.5,15.1,2,12.4,17.9,1.6,-0.9,1,346,Hazardous
59,100.5,14.5,12.5,37.2,14.4,0.7,12.2,17.9,0.5,1.1,1.1,149,Very Unhealthy
69.9,102.7,16.5,9.9,37.7,13.7,0.7,12.3,17.9,0.5,2.6,2.3,116,Very Unhealthy
89.1,122.5,19.6,7.6,40.2,15.1,0.8,12,18,0.5,3.7,3.2,114,Very Unhealthy
104.1,146.4,45.5,9.5,84.9,15.8,1.4,12.3,17.9,0.8,-3.1,-0.6,284,Severe
88.8,147.6,14.2,10.1,34.2,14,0.8,11.7,18.7,0.4,3.3,2.9,170,Very Unhealthy
158.2,278.7,57.7,12.5,108.1,16.3,1.6,12.6,19.7,2.9,10.2,5.2,301,Hazardous
151.9,224.4,68.9,12.5,126.5,16.4,1.8,12.6,17.9,56.3,52.1,18.5,332,Hazardous
154.9,210,37.7,10.7,73.4,17.9,1.7,12.4,18,0.8,-0.3,1.5,322,Hazardous
159.1,225.9,56.2,12.1,105.2,18.5,1.9,12.8,18.3,8.2,7.8,3.7,331,Hazardous
165.6,242.8,72.6,13.2,133.3,19.3,1.9,13,18,1.2,2.9,1.6,331,Hazardous
148.2,225.8,88.1,15.3,161,18,1.7,13.2,18,1.2,1.8,0.2,335,Hazardous
152.6,240.6,77,14.1,141.5,16.6,1.7,13.1,18.2,1.2,3.9,1.9,321,Hazardous
186.6,270.4,79.9,14.5,146.7,17.7,1.8,13.2,18.2,1,5.4,3,326,Hazardous
378.1,489,91.9,15.1,167,24.3,3.8,13.4,18.5,2.2,15.5,10.5,462,Hazardous
169.6,237.6,69.2,11.1,125.5,27.3,2.2,13.4,18.1,4.9,1.2,-0.4,402,Hazardous
125,202.9,72.1,14,133.5,21.3,1.4,13.8,18.2,1.1,1.1,-0.7,311,Hazardous
149.3,240.6,78.6,16.1,146.3,20.4,1.5,14.2,19.7,1.2,4.8,1.2,309,Hazardous
124,196.9,74.8,13.8,137.6,22.3,1.4,13.8,18.2,0.9,-0.6,-1.6,325,Hazardous
79.3,120.4,6.5,8.7,20,17.7,0.6,12.5,21,0.2,-2.2,-0.1,211,Severe
120.6,184,15.8,12.3,39.1,16.1,0.9,12.6,21.1,9.8,13.6,6.6,192,Very Unhealthy
138.2,218.8,53.3,15.7,104.3,17,1.4,13.4,20.4,0.4,1.9,1.1,314,Hazardous
129.7,204.8,47.9,18,98,16.9,1.3,13,18.2,2.7,3.2,1.3,307,Hazardous
177,260.6,47.7,18,97.6,16.2,1.7,13.9,19,14.5,18,8,318,Hazardous
178.6,286.8,69.9,16.5,132.5,15.7,1.9,13.2,17.9,0,4.7,3,363,Hazardous
157.3,241.9,61,13,114.1,16.1,1.7,13.2,18.1,0,2.1,1.9,332,Hazardous
151.6,242.6,78.6,17.7,148,16.7,1.6,13.8,20.7,9.7,12.1,4.2,327,Hazardous
172.8,317.8,80.7,17.9,151.8,18.2,1.9,13.7,18.1,0,14.3,6.1,264,Severe
192.3,334.8,80.4,22,155.6,20.1,2,14,20,5.3,19.4,7.5,285,Severe
155.4,247.3,56.7,16.3,110.6,21.8,1.7,13.7,19,1.1,3.1,1,346,Hazardous
74.2,106,9.6,8.8,25.2,17.7,0.6,12.9,18.8,0.3,-2.5,-0.3,195,Very Unhealthy
123.8,184.5,28.2,10.1,57.1,18.1,1.2,13.2,18.8,0.7,1.8,1.9,250,Severe
103.2,170.4,47.5,14.7,93.7,18.5,1.2,13.5,19.1,0.8,-1,-0.9,298,Severe
122,199.9,61.9,22.5,125.7,15.9,1.1,13.9,23,1.1,6.1,1.7,238,Severe
140.2,223.3,80.4,23.8,157.4,17.6,1.3,15,24.7,0.8,3.7,0,315,Hazardous
155.1,256.7,82.1,25.1,161.7,19.2,1.6,14.5,22.2,1.1,7,1.5,317,Hazardous
152,243.8,53.4,18.8,107.8,19.6,1.5,15.2,26.9,1.1,4.5,1.5,326,Hazardous
139.3,233.7,45.2,20.6,96.3,18.5,1.4,13.2,18.6,1,3.8,1.5,323,Hazardous
139.1,240.3,56.1,20.1,113.6,17.6,1.5,13.1,18.5,1.1,5.1,1.9,316,Hazardous
108.1,190.7,35.9,17.9,78.2,17.9,1.2,12.6,18.1,0.7,0.8,0.1,302,Hazardous
101.2,209.1,51.8,19.6,106,18.2,1,13,18.4,0.6,8.3,2.4,212,Severe
111.7,225.8,80.5,23,156.7,18.6,1.2,13.6,18.4,0.8,6.8,0.7,278,Severe
119.5,225.2,84.7,24.3,165,19.3,1.2,13.8,18.4,1,7.2,0.8,267,Severe
133.8,253,92.8,30.6,184.7,21.6,1.3,15.3,18.6,1,8.2,0.2,306,Hazardous
141.4,264.4,59.8,27.4,127.5,23.7,1.2,13.6,19.3,0.8,7.6,1,315,Hazardous
165.1,279,46.9,31.8,111,23.7,1.4,13.5,19,0.7,8.4,2,321,Hazardous
208.3,300.4,42.3,24.3,95.5,24.3,1.6,13.5,18.6,1,6.2,2.9,357,Hazardous
203.1,299.2,60.9,24.2,125.9,24.9,1.8,13.7,18.6,1,6,2.1,367,Hazardous
169.4,319.7,40.7,15.7,83.6,29,1.4,14.1,19.5,0.8,8.3,2.6,361,Hazardous
90.8,124,14.7,13.2,38.3,24.1,0.6,13.4,18.8,0.3,-3.7,-2.2,239,Severe
131.8,193.5,51,17,102,25.3,1.3,13.9,18.5,0.7,0.7,-1,288,Severe
111.1,177.4,42.3,17.7,88.3,22.1,1.1,14,18.6,0.7,0.4,-0.9,282,Severe
125.7,214,61.2,18,119.7,21,1.3,14.3,18.5,0.9,3,0.1,302,Hazardous
119,203.3,60.8,21.6,123.1,20.8,1.2,14.5,18.7,0.7,2.3,-0.7,302,Hazardous
93.1,157.5,33,18.8,74.3,16.1,0.9,13.8,19.1,0.6,-0.2,-0.4,269,Severe
72.5,140.1,19.9,19,53.1,14.8,0.6,13.2,18.5,0.5,4.2,1.7,171,Very Unhealthy
27.9,53.5,2.8,12.4,17.8,13.4,0.1,13.3,18.9,0.2,0.8,0.6,78,Moderate
47.5,79.8,16.7,15,43.5,13.6,0.3,13.6,19,0.2,4.5,2,58,Moderate
66.5,137.5,52.1,21.7,108.8,12.8,0.6,14.1,18.9,0.5,8.1,2.3,114,Very Unhealthy
84.1,168.9,74.2,29.8,153.7,13.2,0.8,14.1,20.2,13.7,21.2,5.7,160,Very Unhealthy
131.3,198.4,64.7,30.9,139.3,16.3,0.9,13.6,19.1,0.7,6.7,1.4,224,Severe
95.1,191.9,40.1,29,96.8,16.5,1,13.4,19,0.9,3.1,-0.3,300,Severe
63.9,108.8,26.1,23.8,68.3,17.1,0.5,13.5,19.4,0.4,1.9,-0.5,164,Very Unhealthy
36.9,65.7,4.9,15.6,24.7,15.5,0.2,13.4,19.3,0.1,2.5,0.9,71,Moderate
44.9,108.4,3.3,14.9,21.3,12,0.3,13.1,18.8,0.1,6.1,3.2,84,Moderate
58.7,102.6,10.8,15.3,34.2,12.3,0.3,13.2,18.6,0.2,3.5,2.1,110,Very Unhealthy
76.7,125.3,37.7,19.4,82.6,16.1,0.7,13.8,18.6,0.3,4.9,1.4,128,Very Unhealthy
62.8,128.2,30.9,15.5,67.3,16.9,0.6,13.6,19.1,0.3,4.7,1.3,138,Very Unhealthy
66.7,169.5,22.2,20.2,58,15.2,0.4,13.3,19,0.2,8.4,2.9,152,Very Unhealthy
97.2,167.8,23.6,23.1,63.5,13.5,0.6,13.2,19,0.4,6.7,3.1,168,Very Unhealthy
80.6,158.3,43.5,31,80,13,0.7,13.6,19.6,0.3,5.2,2.5,191,Very Unhealthy
95.4,219.2,35.7,30.5,41.5,17.4,0.8,13.7,19,0.4,8,5.3,226,Severe
81.8,178.5,28,32,36.5,15.4,0.5,13.3,19.1,0.2,8.7,5.4,148,Very Unhealthy
96.2,212.5,28.3,23.5,32.5,15.1,0.9,13.7,19.4,0.5,5.2,4.5,260,Severe
80,154.9,8.9,18.6,15.6,13.3,0.4,13.2,19,0.2,6.1,4.6,140,Very Unhealthy
65.7,171,20.2,19,24.3,11.7,0.6,13.5,20.1,0.3,4.9,4.2,204,Severe
91,195.8,38.4,36.2,46.3,13.9,0.5,14,22.3,0.4,10.1,6.4,158,Very Unhealthy
101.2,211.8,54.8,43.4,62,14.2,0.8,13.6,19.7,0.6,7.8,5.9,228,Severe
106.9,227.1,42,40.3,51,16.2,0.9,13.8,21.2,0.5,7.6,5.3,257,Severe
104.2,200.9,21,27.6,29.1,20.7,0.8,14.3,24.2,0.4,3.1,2.3,273,Severe
105.1,166.1,23.6,26.8,30.7,19.1,0.7,14.7,19.3,0.3,1.9,2.5,223,Severe
107.9,152.6,13.2,18.1,18.6,17.4,0.7,14.6,18.8,0.3,-0.1,2.1,225,Severe
79.4,115.4,35.6,17.5,35.1,18.1,0.6,14.9,18.8,0.3,-6.1,-0.5,265,Severe
78.1,134.7,25.7,23.6,30.7,16.1,0.4,14.9,19.2,0.2,5,4,124,Very Unhealthy
99.1,136.3,29.8,24.6,34.2,16.5,0.6,15.2,19.4,0.3,0.3,2.5,195,Very Unhealthy
101.5,139.7,16.7,23.3,23.8,18.2,0.6,15.5,19.6,0.4,-1.5,1,238,Severe
118.7,165.1,15.1,23.6,22.7,20,0.7,15.5,19.6,0.2,-1.5,1,270,Severe
105.3,224.4,9.9,14.9,14.7,19.1,0.7,15.7,20.1,0.3,3.2,2.8,298,Severe
32,211.6,1.4,5.7,3.8,11.9,0.1,15.4,22.3,0.1,11.2,5.5,176,Very Unhealthy
39,150,12.6,17.4,17.9,12.2,0.3,14.8,27.9,0.1,5.8,3.3,169,Very Unhealthy
130.7,232.6,19.6,30.8,29.6,15.7,0.9,16.1,35.5,0.4,10.8,6.6,201,Severe
133,206.8,12.2,26.9,22.2,19.6,1,17.4,39.2,0.4,1.8,1.8,307,Hazardous
141.1,215.3,8.7,16.1,14.3,20.7,0.8,16.9,52.6,0.3,0.9,1.4,315,Hazardous
103.9,220.5,3.8,14.1,9.7,14.1,0.5,15.4,42.5,0.2,4.8,3.4,275,Severe
